Код покупателя	Артикул	Количество	Дата
Клиент-142	Арт18	10	11.07.2017
Клиент-197	Арт20	8	24.08.2018
Клиент-58	Арт18	7	22.11.2017
Клиент-142	Арт7	5	14.11.2017
Клиент-94	Арт20	10	27.06.2018
Клиент-28	Арт17	7	02.02.2018
Клиент-171	Арт13	2	03.06.2017
Клиент-25	Арт7	7	25.05.2018
Клиент-116	Арт19	9	02.12.2017
Клиент-157	Арт11	9	31.03.2017
Клиент-50	Арт26	4	13.08.2017
Клиент-62	Арт1	7	07.01.2017
Клиент-199	Арт21	8	06.01.2017
Клиент-186	Арт12	1	15.06.2017
Клиент-119	Арт7	10	16.05.2017
Клиент-93	Арт10	4	23.01.2018
Клиент-25	Арт9	8	04.08.2017
Клиент-58	Арт26	4	11.04.2018
Клиент-129	Арт8	5	16.05.2017
Клиент-90	Арт23	8	03.01.2017
Клиент-103	Арт4	7	11.06.2017
Клиент-134	Арт18	9	19.06.2017
Клиент-127	Арт5	9	25.01.2017
Клиент-16	Арт5	2	01.07.2017
Клиент-139	Арт25	9	29.06.2017
Клиент-192	Арт17	8	06.04.2018
Клиент-183	Арт17	4	16.02.2017
Клиент-108	Арт19	8	20.04.2018
Клиент-150	Арт4	5	06.09.2018
Клиент-72	Арт23	2	31.10.2017
Клиент-114	Арт15	8	15.11.2017
Клиент-180	Арт10	10	01.01.2017
Клиент-79	Арт19	6	04.01.2018
Клиент-199	Арт12	9	01.05.2018
Клиент-190	Арт14	4	15.03.2018
Клиент-36	Арт16	7	04.08.2017
Клиент-48	Арт18	4	22.11.2017
Клиент-116	Арт4	1	18.10.2017
Клиент-169	Арт11	5	13.06.2018
Клиент-6	Арт5	4	15.06.2018
Клиент-156	Арт16	9	20.09.2017
Клиент-166	Арт7	7	20.12.2017
Клиент-2	Арт10	2	28.04.2017
Клиент-127	Арт18	2	06.12.2017
Клиент-32	Арт26	2	21.03.2017
Клиент-189	Арт22	6	22.05.2018
Клиент-7	Арт1	8	01.09.2018
Клиент-92	Арт2	4	07.09.2018
Клиент-85	Арт24	9	03.06.2018
Клиент-68	Арт5	7	31.03.2018
Клиент-138	Арт24	1	07.05.2017
Клиент-29	Арт12	3	28.06.2018
Клиент-146	Арт22	1	23.08.2017
Клиент-147	Арт11	7	21.06.2017
Клиент-44	Арт10	6	28.03.2017
Клиент-63	Арт1	6	11.03.2018
Клиент-35	Арт1	2	13.10.2017
Клиент-175	Арт20	6	12.05.2017
Клиент-152	Арт4	2	12.03.2018
Клиент-146	Арт17	1	10.02.2018
Клиент-49	Арт9	6	20.03.2017
Клиент-50	Арт6	6	29.05.2017
Клиент-16	Арт3	9	30.05.2018
Клиент-183	Арт16	6	26.05.2018
Клиент-93	Арт2	4	11.07.2018
Клиент-138	Арт18	2	23.06.2017
Клиент-80	Арт7	1	16.02.2017
Клиент-166	Арт24	5	24.04.2018
Клиент-5	Арт22	6	27.06.2018
Клиент-56	Арт15	1	05.08.2017
Клиент-79	Арт21	4	03.05.2018
Клиент-192	Арт20	4	15.03.2017
Клиент-57	Арт6	4	13.11.2017
Клиент-44	Арт3	8	31.08.2018
Клиент-68	Арт17	5	01.09.2017
Клиент-1	Арт7	8	10.07.2018
Клиент-124	Арт22	7	26.07.2017
Клиент-140	Арт5	2	27.06.2018
Клиент-32	Арт18	10	03.03.2017
Клиент-78	Арт14	2	24.04.2017
Клиент-73	Арт2	3	13.02.2017
Клиент-118	Арт2	4	15.09.2017
Клиент-164	Арт17	7	03.02.2018
Клиент-138	Арт21	1	31.03.2018
Клиент-148	Арт8	10	21.05.2017
Клиент-2	Арт21	2	17.06.2017
Клиент-153	Арт3	8	03.03.2017
Клиент-183	Арт19	10	27.08.2018
Клиент-92	Арт3	3	21.05.2017
Клиент-65	Арт8	9	17.02.2018
Клиент-125	Арт24	2	10.04.2017
Клиент-95	Арт22	3	26.05.2018
Клиент-133	Арт2	5	13.05.2017
Клиент-45	Арт7	8	02.08.2018
Клиент-193	Арт6	10	16.09.2017
Клиент-193	Арт19	3	31.10.2017
Клиент-67	Арт24	2	03.06.2017
Клиент-191	Арт20	4	31.01.2018
Клиент-30	Арт5	7	06.04.2018
Клиент-54	Арт14	5	23.02.2018
Клиент-131	Арт26	2	16.12.2017
Клиент-140	Арт1	2	26.09.2018
Клиент-28	Арт12	7	13.03.2017
Клиент-14	Арт26	6	15.04.2018
Клиент-170	Арт21	9	19.08.2018
Клиент-63	Арт25	3	25.01.2017
Клиент-104	Арт26	1	21.08.2018
Клиент-190	Арт20	6	16.03.2017
Клиент-125	Арт5	3	09.02.2017
Клиент-9	Арт2	1	14.06.2017
Клиент-117	Арт26	7	27.04.2018
Клиент-62	Арт7	7	21.08.2017
Клиент-162	Арт4	10	03.03.2018
Клиент-76	Арт6	7	30.05.2018
Клиент-29	Арт2	6	08.11.2017
Клиент-185	Арт21	6	05.10.2017
Клиент-33	Арт21	7	31.08.2017
Клиент-197	Арт1	9	23.11.2017
Клиент-104	Арт16	4	21.06.2018
Клиент-89	Арт8	3	25.08.2017
Клиент-110	Арт25	8	06.01.2017
Клиент-186	Арт3	6	19.11.2017
Клиент-185	Арт10	5	31.01.2018
Клиент-108	Арт19	4	12.06.2018
Клиент-132	Арт4	6	24.05.2017
Клиент-49	Арт25	3	11.04.2018
Клиент-166	Арт1	8	12.11.2017
Клиент-1	Арт24	3	02.01.2017
Клиент-10	Арт25	10	16.08.2017
Клиент-165	Арт26	4	01.03.2018
Клиент-105	Арт21	6	08.03.2017
Клиент-103	Арт15	1	15.05.2017
Клиент-111	Арт7	8	28.05.2018
Клиент-189	Арт15	5	05.08.2017
Клиент-176	Арт15	8	22.01.2017
Клиент-15	Арт24	5	07.05.2017
Клиент-163	Арт8	6	31.07.2018
Клиент-128	Арт15	9	09.02.2018
Клиент-192	Арт11	4	20.08.2017
Клиент-165	Арт15	10	07.11.2017
Клиент-102	Арт23	6	26.03.2018
Клиент-78	Арт21	2	21.08.2018
Клиент-184	Арт21	1	11.01.2017
Клиент-113	Арт2	6	21.01.2017
Клиент-115	Арт9	1	20.01.2018
Клиент-75	Арт19	10	12.09.2017
Клиент-168	Арт22	8	24.05.2017
Клиент-100	Арт25	10	21.04.2017
Клиент-97	Арт14	2	09.03.2017
Клиент-34	Арт1	1	04.01.2018
Клиент-117	Арт23	1	02.12.2017
Клиент-117	Арт16	4	30.12.2017
Клиент-162	Арт12	5	28.03.2018
Клиент-30	Арт2	1	07.02.2018
Клиент-120	Арт1	8	13.06.2018
Клиент-90	Арт24	4	18.10.2017
Клиент-159	Арт18	6	03.02.2018
Клиент-95	Арт13	6	28.08.2018
Клиент-125	Арт8	8	16.02.2018
Клиент-49	Арт9	5	14.05.2018
Клиент-196	Арт8	2	02.04.2018
Клиент-96	Арт2	4	14.09.2017
Клиент-21	Арт25	8	09.05.2017
Клиент-179	Арт11	10	25.02.2018
Клиент-187	Арт9	1	21.04.2017
Клиент-76	Арт20	7	01.08.2018
Клиент-113	Арт14	5	06.10.2017
Клиент-124	Арт16	6	05.02.2018
Клиент-91	Арт10	10	15.05.2017
Клиент-188	Арт25	9	03.05.2017
Клиент-138	Арт23	4	02.12.2017
Клиент-153	Арт8	3	29.01.2018
Клиент-46	Арт20	2	12.01.2018
Клиент-136	Арт12	1	31.08.2017
Клиент-185	Арт2	1	22.06.2018
Клиент-82	Арт6	5	24.05.2018
Клиент-98	Арт22	10	29.07.2018
Клиент-34	Арт10	4	15.03.2017
Клиент-61	Арт9	5	08.11.2017
Клиент-105	Арт3	3	07.12.2017
Клиент-17	Арт11	5	28.01.2018
Клиент-42	Арт24	1	10.04.2017
Клиент-45	Арт24	9	28.05.2018
Клиент-150	Арт16	2	06.06.2018
Клиент-56	Арт18	5	30.07.2017
Клиент-129	Арт6	7	14.09.2018
Клиент-185	Арт12	1	25.05.2018
Клиент-157	Арт16	7	11.09.2018
Клиент-197	Арт3	1	23.12.2017
Клиент-62	Арт8	5	26.04.2018
Клиент-133	Арт24	6	01.08.2018
Клиент-137	Арт20	8	30.07.2017
Клиент-166	Арт11	6	26.04.2018
Клиент-102	Арт15	9	23.12.2017
Клиент-192	Арт21	7	12.04.2018
Клиент-24	Арт6	9	10.08.2018
Клиент-173	Арт15	7	05.03.2018
Клиент-146	Арт12	8	04.10.2017
Клиент-149	Арт26	9	20.06.2017
Клиент-27	Арт10	10	14.03.2017
Клиент-8	Арт4	8	13.01.2018
Клиент-165	Арт14	9	17.11.2017
Клиент-22	Арт11	2	21.07.2018
Клиент-20	Арт19	5	23.02.2018
Клиент-65	Арт7	5	28.01.2018
Клиент-110	Арт1	10	15.04.2017
Клиент-153	Арт10	7	18.07.2017
Клиент-168	Арт24	1	04.12.2017
Клиент-31	Арт13	10	10.10.2017
Клиент-148	Арт26	10	25.03.2017
Клиент-124	Арт10	1	27.09.2018
Клиент-9	Арт12	9	13.03.2017
Клиент-3	Арт4	2	26.03.2017
Клиент-151	Арт23	6	04.06.2018
Клиент-168	Арт19	2	24.08.2018
Клиент-136	Арт4	2	13.02.2017
Клиент-104	Арт21	8	28.05.2017
Клиент-173	Арт20	2	29.05.2017
Клиент-163	Арт19	9	17.06.2018
Клиент-100	Арт2	1	26.01.2017
Клиент-132	Арт12	7	18.09.2017
Клиент-11	Арт17	10	21.08.2017
Клиент-82	Арт5	3	12.05.2018
Клиент-20	Арт19	1	26.09.2018
Клиент-130	Арт18	7	16.07.2018
Клиент-131	Арт20	1	12.03.2017
Клиент-185	Арт19	5	23.05.2018
Клиент-44	Арт19	3	01.03.2017
Клиент-52	Арт26	10	17.01.2017
Клиент-62	Арт20	10	13.11.2017
Клиент-138	Арт25	3	16.05.2018
Клиент-153	Арт4	8	16.11.2017
Клиент-88	Арт22	8	14.09.2018
Клиент-34	Арт16	7	14.07.2017
Клиент-39	Арт13	9	27.01.2018
Клиент-31	Арт26	7	17.08.2018
Клиент-47	Арт4	10	17.01.2018
Клиент-56	Арт15	6	27.08.2017
Клиент-198	Арт22	7	23.02.2017
Клиент-162	Арт13	1	12.01.2017
Клиент-45	Арт13	9	20.05.2017
Клиент-16	Арт9	8	05.07.2017
Клиент-155	Арт13	5	02.08.2017
Клиент-40	Арт1	7	11.02.2018
Клиент-96	Арт6	8	13.07.2018
Клиент-105	Арт6	2	08.01.2018
Клиент-80	Арт23	5	30.10.2017
Клиент-88	Арт3	1	11.02.2018
Клиент-98	Арт26	9	11.05.2018
Клиент-103	Арт8	8	23.09.2018
Клиент-2	Арт6	8	10.02.2018
Клиент-62	Арт12	7	15.10.2017
Клиент-8	Арт11	4	16.11.2017
Клиент-96	Арт12	10	15.05.2017
Клиент-132	Арт10	3	06.03.2017
Клиент-129	Арт25	6	18.01.2018
Клиент-53	Арт3	7	14.09.2017
Клиент-173	Арт5	4	28.09.2017
Клиент-80	Арт23	7	02.11.2017
Клиент-193	Арт7	3	06.07.2018
Клиент-45	Арт20	7	07.03.2018
Клиент-65	Арт23	7	05.02.2017
Клиент-165	Арт15	6	03.09.2018
Клиент-92	Арт9	10	17.07.2017
Клиент-66	Арт7	6	14.09.2018
Клиент-110	Арт23	10	05.06.2017
Клиент-71	Арт26	2	28.10.2017
Клиент-81	Арт9	5	20.04.2017
Клиент-1	Арт17	1	06.07.2017
Клиент-148	Арт5	6	14.09.2017
Клиент-136	Арт10	2	17.07.2018
Клиент-100	Арт4	7	23.08.2017
Клиент-170	Арт23	5	18.02.2017
Клиент-79	Арт8	3	06.08.2018
Клиент-126	Арт21	4	29.09.2018
Клиент-133	Арт21	5	09.11.2017
Клиент-157	Арт9	2	11.01.2018
Клиент-128	Арт9	3	27.03.2017
Клиент-45	Арт9	7	28.03.2018
Клиент-78	Арт13	1	06.08.2018
Клиент-74	Арт9	5	26.11.2017
Клиент-74	Арт8	7	16.05.2017
Клиент-154	Арт15	7	02.07.2018
Клиент-165	Арт1	3	12.05.2018
Клиент-17	Арт20	10	25.07.2017
Клиент-103	Арт15	5	04.09.2017
Клиент-78	Арт15	4	06.02.2018
Клиент-62	Арт8	2	08.08.2017
Клиент-9	Арт4	9	09.01.2018
Клиент-104	Арт5	1	19.04.2018
Клиент-50	Арт22	4	30.08.2017
Клиент-27	Арт26	6	26.09.2018
Клиент-29	Арт6	5	19.03.2018
Клиент-172	Арт2	7	26.02.2017
Клиент-88	Арт7	3	11.06.2018
Клиент-93	Арт18	1	06.04.2018
Клиент-1	Арт11	7	14.08.2018
Клиент-100	Арт8	9	06.03.2018
Клиент-159	Арт3	5	19.05.2018
Клиент-92	Арт23	7	12.03.2017
Клиент-31	Арт13	2	07.09.2017
Клиент-134	Арт6	7	30.05.2017
Клиент-163	Арт14	4	04.04.2018
Клиент-13	Арт16	4	07.12.2017
Клиент-130	Арт4	1	20.08.2018
Клиент-132	Арт2	7	18.02.2017
Клиент-57	Арт2	5	13.08.2018
Клиент-91	Арт6	1	19.06.2017
Клиент-194	Арт5	4	05.05.2018
Клиент-73	Арт9	7	28.11.2017
Клиент-8	Арт3	9	25.01.2017
Клиент-59	Арт24	8	02.12.2017
Клиент-83	Арт1	3	13.09.2018
Клиент-86	Арт9	8	19.05.2018
Клиент-39	Арт1	1	25.03.2018
Клиент-194	Арт4	2	18.03.2018
Клиент-153	Арт26	8	09.11.2017
Клиент-103	Арт26	3	31.03.2018
Клиент-116	Арт10	3	11.08.2017
Клиент-198	Арт23	1	22.06.2017
Клиент-168	Арт19	7	16.12.2017
Клиент-103	Арт8	10	11.04.2017
Клиент-167	Арт19	1	07.06.2017
Клиент-38	Арт19	9	11.06.2018
Клиент-23	Арт26	6	23.07.2018
Клиент-200	Арт20	9	19.05.2018
Клиент-49	Арт21	7	04.02.2017
Клиент-87	Арт14	6	08.11.2017
Клиент-145	Арт18	1	23.01.2017
Клиент-119	Арт19	3	26.04.2018
Клиент-52	Арт8	7	06.02.2018
Клиент-160	Арт6	10	02.09.2018
Клиент-4	Арт6	5	15.09.2018
Клиент-91	Арт21	8	11.01.2018
Клиент-109	Арт25	6	02.01.2017
Клиент-76	Арт16	5	06.06.2017
Клиент-124	Арт6	8	15.10.2017
Клиент-28	Арт6	10	22.06.2017
Клиент-129	Арт3	9	30.08.2017
Клиент-107	Арт20	2	26.02.2018
Клиент-89	Арт8	1	16.05.2018
Клиент-22	Арт22	4	18.11.2017
Клиент-190	Арт21	4	30.10.2017
Клиент-123	Арт4	5	15.05.2018
Клиент-143	Арт2	4	19.08.2017
Клиент-35	Арт12	7	14.07.2017
Клиент-190	Арт25	5	30.07.2017
Клиент-116	Арт13	10	12.12.2017
Клиент-151	Арт13	9	09.05.2018
Клиент-139	Арт18	7	01.08.2018
Клиент-150	Арт10	4	22.04.2017
Клиент-118	Арт2	10	08.04.2017
Клиент-92	Арт13	8	08.09.2017
Клиент-90	Арт5	8	13.02.2018
Клиент-96	Арт4	1	07.08.2017
Клиент-64	Арт3	10	10.08.2018
Клиент-159	Арт25	6	14.04.2017
Клиент-124	Арт17	4	14.06.2017
Клиент-60	Арт1	10	06.03.2017
Клиент-106	Арт6	4	17.08.2017
Клиент-44	Арт22	6	26.02.2018
Клиент-120	Арт25	5	07.07.2017
Клиент-9	Арт22	6	11.06.2018
Клиент-153	Арт4	8	10.09.2017
Клиент-106	Арт1	9	15.06.2018
Клиент-28	Арт10	7	21.06.2017
Клиент-159	Арт13	3	15.08.2018
Клиент-167	Арт22	7	23.10.2017
Клиент-112	Арт2	1	20.07.2017
Клиент-29	Арт4	4	17.11.2017
Клиент-94	Арт22	9	04.04.2017
Клиент-121	Арт24	8	01.05.2018
Клиент-150	Арт7	1	23.11.2017
Клиент-120	Арт16	4	12.08.2018
Клиент-88	Арт11	2	19.12.2017
Клиент-5	Арт20	5	04.01.2018
Клиент-136	Арт21	4	04.03.2018
Клиент-31	Арт5	3	30.01.2017
Клиент-39	Арт15	2	08.12.2017
Клиент-125	Арт5	7	06.04.2018
Клиент-25	Арт7	2	24.01.2017
Клиент-170	Арт3	1	24.03.2018
Клиент-191	Арт14	7	05.08.2018
Клиент-150	Арт3	10	06.07.2017
Клиент-155	Арт17	7	09.09.2018
Клиент-167	Арт26	9	17.07.2018
Клиент-194	Арт21	7	13.01.2018
Клиент-85	Арт16	10	04.06.2018
Клиент-1	Арт18	6	11.02.2017
Клиент-114	Арт2	8	26.03.2018
Клиент-66	Арт24	8	10.09.2017
Клиент-166	Арт7	2	02.02.2017
Клиент-82	Арт16	6	28.11.2017
Клиент-123	Арт18	9	04.05.2017
Клиент-133	Арт24	9	16.09.2018
Клиент-14	Арт4	3	02.04.2017
Клиент-13	Арт20	3	01.05.2018
Клиент-31	Арт1	1	18.07.2018
Клиент-17	Арт11	8	31.08.2017
Клиент-113	Арт5	4	25.06.2018
Клиент-154	Арт1	7	14.02.2017
Клиент-105	Арт16	2	04.09.2018
Клиент-71	Арт7	2	05.09.2018
Клиент-190	Арт10	3	17.08.2018
Клиент-103	Арт11	8	17.06.2017
Клиент-133	Арт5	2	31.05.2017
Клиент-25	Арт13	7	11.11.2017
Клиент-51	Арт4	4	19.05.2017
Клиент-161	Арт2	9	12.01.2017
Клиент-162	Арт20	4	06.04.2018
Клиент-141	Арт13	8	10.08.2017
Клиент-86	Арт16	4	04.05.2018
Клиент-186	Арт4	6	05.06.2017
Клиент-18	Арт12	4	19.09.2018
Клиент-145	Арт10	10	05.04.2018
Клиент-111	Арт23	3	22.07.2017
Клиент-114	Арт6	10	17.05.2017
Клиент-145	Арт8	1	01.12.2017
Клиент-145	Арт15	4	17.04.2018
Клиент-8	Арт16	9	09.02.2017
Клиент-185	Арт12	3	27.02.2018
Клиент-73	Арт6	10	02.03.2018
Клиент-99	Арт19	10	03.02.2017
Клиент-42	Арт18	1	13.08.2017
Клиент-128	Арт26	6	03.06.2018
Клиент-166	Арт19	4	06.02.2017
Клиент-2	Арт26	5	29.01.2017
Клиент-154	Арт7	4	11.04.2017
Клиент-46	Арт2	7	31.07.2017
Клиент-66	Арт14	10	10.09.2018
Клиент-70	Арт12	4	16.01.2017
Клиент-131	Арт15	10	29.04.2018
Клиент-150	Арт8	1	10.04.2017
Клиент-129	Арт25	1	24.09.2018
Клиент-167	Арт24	2	09.11.2017
Клиент-73	Арт5	8	06.12.2017
Клиент-113	Арт19	5	21.11.2017
Клиент-5	Арт22	1	08.02.2018
Клиент-90	Арт6	6	21.12.2017
Клиент-104	Арт24	1	20.11.2017
Клиент-3	Арт5	4	15.02.2017
Клиент-61	Арт23	9	22.06.2017
Клиент-19	Арт25	7	16.01.2017
Клиент-47	Арт25	1	12.10.2017
Клиент-121	Арт24	7	20.07.2018
Клиент-90	Арт12	7	28.03.2018
Клиент-98	Арт1	6	03.06.2017
Клиент-70	Арт25	3	09.11.2017
Клиент-160	Арт6	7	02.04.2017
Клиент-137	Арт24	6	06.07.2018
Клиент-88	Арт17	2	30.11.2017
Клиент-198	Арт21	5	14.09.2018
Клиент-22	Арт5	2	23.05.2017
Клиент-28	Арт19	2	21.02.2017
Клиент-118	Арт1	4	11.07.2017
Клиент-97	Арт6	9	21.11.2017
Клиент-98	Арт26	5	06.07.2018
Клиент-142	Арт24	2	06.02.2018
Клиент-130	Арт14	2	02.07.2017
Клиент-35	Арт9	8	28.10.2017
Клиент-144	Арт19	10	18.12.2017
Клиент-77	Арт18	9	05.07.2018
Клиент-161	Арт1	1	14.01.2018
Клиент-114	Арт1	4	24.01.2017
Клиент-194	Арт7	8	15.08.2017
Клиент-114	Арт22	1	18.05.2017
Клиент-69	Арт23	6	02.06.2017
Клиент-67	Арт21	7	18.09.2017
Клиент-66	Арт4	8	17.03.2017
Клиент-18	Арт21	7	09.09.2018
Клиент-36	Арт11	2	01.10.2017
Клиент-115	Арт10	7	25.08.2018
Клиент-93	Арт25	4	20.09.2018
Клиент-16	Арт2	5	22.06.2017
Клиент-92	Арт14	8	26.02.2018
Клиент-139	Арт7	9	19.05.2018
Клиент-116	Арт15	4	26.07.2017
Клиент-4	Арт13	4	31.03.2018
Клиент-165	Арт2	3	20.11.2017
Клиент-85	Арт12	7	02.03.2018
Клиент-32	Арт16	1	28.09.2018
Клиент-109	Арт23	10	09.05.2018
Клиент-121	Арт1	3	26.08.2017
Клиент-168	Арт26	2	19.10.2017
Клиент-23	Арт1	10	06.01.2017
Клиент-127	Арт2	8	09.06.2018
Клиент-104	Арт23	3	11.05.2017
Клиент-28	Арт6	4	20.05.2018
Клиент-91	Арт14	2	20.09.2017
Клиент-73	Арт9	6	31.03.2017
Клиент-62	Арт9	10	06.03.2017
Клиент-53	Арт6	8	03.05.2017
Клиент-128	Арт24	3	28.03.2018
Клиент-132	Арт17	10	21.02.2018
Клиент-131	Арт26	3	06.08.2018
Клиент-55	Арт17	4	15.07.2018
Клиент-94	Арт17	7	04.11.2017
Клиент-64	Арт21	9	28.05.2017
Клиент-181	Арт3	1	22.10.2017
Клиент-89	Арт15	8	13.04.2018
Клиент-46	Арт22	3	15.06.2017
Клиент-61	Арт1	5	08.03.2017
Клиент-172	Арт20	7	14.07.2017
Клиент-10	Арт23	10	14.09.2018
Клиент-170	Арт6	4	19.10.2017
Клиент-197	Арт3	8	25.09.2018
Клиент-115	Арт1	10	11.12.2017
Клиент-108	Арт13	1	09.04.2018
Клиент-31	Арт4	2	07.06.2017
Клиент-194	Арт14	8	17.10.2017
Клиент-55	Арт3	3	17.08.2018
Клиент-28	Арт5	5	21.05.2018
Клиент-176	Арт22	10	04.08.2018
